xWS	rho[g/cm^3]	n_e[pm^-3]	P[N/m^2]	mu_F_e[MeV]
1.00000e-03	2.26009e+24	1.20788e+07	1.16639e+36	1.39557e+02
1.02332e-03	2.10906e+24	1.20788e+07	1.08845e+36	1.39557e+02
1.04719e-03	1.96812e+24	1.20788e+07	1.01571e+36	1.39557e+02
1.07161e-03	1.83659e+24	1.20788e+07	9.47841e+35	1.39557e+02
1.09660e-03	1.71386e+24	1.20788e+07	8.84505e+35	1.39557e+02
1.12218e-03	1.59933e+24	1.20788e+07	8.25401e+35	1.39557e+02
1.14835e-03	1.49245e+24	1.20788e+07	7.70247e+35	1.39557e+02
1.17513e-03	1.39272e+24	1.20788e+07	7.18779e+35	1.39557e+02
1.20254e-03	1.29965e+24	1.20788e+07	6.70750e+35	1.39557e+02
1.23059e-03	1.21280e+24	1.20788e+07	6.25931e+35	1.39557e+02
1.25929e-03	1.13175e+24	1.20788e+07	5.84106e+35	1.39557e+02
1.28866e-03	1.05612e+24	1.20788e+07	5.45077e+35	1.39557e+02
1.31871e-03	9.85542e+23	1.20788e+07	5.08656e+35	1.39557e+02
1.34947e-03	9.19682e+23	1.20788e+07	4.74669e+35	1.39557e+02
1.38094e-03	8.58223e+23	1.20788e+07	4.42953e+35	1.39557e+02
1.41315e-03	8.00871e+23	1.20788e+07	4.13357e+35	1.39557e+02
1.44611e-03	7.47352e+23	1.20788e+07	3.85738e+35	1.39557e+02
1.47983e-03	6.97409e+23	1.20788e+07	3.59965e+35	1.39557e+02
1.51435e-03	6.50804e+23	1.20788e+07	3.35915e+35	1.39557e+02
1.54966e-03	6.07313e+23	1.20788e+07	3.13471e+35	1.39557e+02
1.58581e-03	5.66728e+23	1.20788e+07	2.92528e+35	1.39557e+02
1.62279e-03	5.28856e+23	1.20788e+07	2.72983e+35	1.39557e+02
1.66064e-03	4.93514e+23	1.20788e+07	2.54746e+35	1.39557e+02
1.69937e-03	4.60534e+23	1.20788e+07	2.37726e+35	1.39557e+02
1.73900e-03	4.29759e+23	1.20788e+07	2.21844e+35	1.39557e+02
1.77956e-03	4.01039e+23	1.20788e+07	2.07024e+35	1.39557e+02
1.82106e-03	3.74239e+23	1.20788e+07	1.93194e+35	1.39557e+02
1.86354e-03	3.49230e+23	1.20788e+07	1.80288e+35	1.39557e+02
1.90700e-03	3.25893e+23	1.20788e+07	1.68244e+35	1.39557e+02
1.95147e-03	3.04114e+23	1.20788e+07	1.57006e+35	1.39557e+02
1.99699e-03	2.83791e+23	1.20788e+07	1.46518e+35	1.39557e+02
2.04356e-03	2.64827e+23	1.20788e+07	1.36731e+35	1.39557e+02
2.09122e-03	2.47129e+23	1.20788e+07	1.27599e+35	1.39557e+02
2.14000e-03	2.30615e+23	1.20788e+07	1.19076e+35	1.39557e+02
2.18991e-03	2.15203e+23	1.20788e+07	1.11123e+35	1.39557e+02
2.24098e-03	2.00822e+23	1.20788e+07	1.03702e+35	1.39557e+02
2.29325e-03	1.87402e+23	1.20788e+07	9.67764e+34	1.39557e+02
2.34673e-03	1.74879e+23	1.20788e+07	9.03137e+34	1.39557e+02
2.40146e-03	1.63192e+23	1.20788e+07	8.42829e+34	1.39557e+02
2.45747e-03	1.52286e+23	1.20788e+07	7.86551e+34	1.39557e+02
2.51478e-03	1.42110e+23	1.20788e+07	7.34034e+34	1.39557e+02
2.57343e-03	1.32613e+23	1.20788e+07	6.85027e+34	1.39557e+02
2.63345e-03	1.23751e+23	1.20788e+07	6.39294e+34	1.39557e+02
2.69487e-03	1.15481e+23	1.20788e+07	5.96618e+34	1.39557e+02
2.75772e-03	1.07764e+23	1.20788e+07	5.56793e+34	1.39557e+02
2.82204e-03	1.00563e+23	1.20788e+07	5.19630e+34	1.39557e+02
2.88786e-03	9.38423e+22	1.20788e+07	4.84950e+34	1.39557e+02
2.95521e-03	8.75711e+22	1.20788e+07	4.52588e+34	1.39557e+02
3.02413e-03	8.17191e+22	1.20788e+07	4.22389e+34	1.39557e+02
3.09466e-03	7.62581e+22	1.20788e+07	3.94207e+34	1.39557e+02
3.16684e-03	7.11620e+22	1.20788e+07	3.67909e+34	1.39557e+02
3.24070e-03	6.64065e+22	1.20788e+07	3.43368e+34	1.39557e+02
3.31628e-03	6.19688e+22	1.20788e+07	3.20467e+34	1.39557e+02
3.39362e-03	5.78277e+22	1.20788e+07	2.99097e+34	1.39557e+02
3.47277e-03	5.39633e+22	1.20788e+07	2.79155e+34	1.39557e+02
3.55376e-03	5.03571e+22	1.20788e+07	2.60545e+34	1.39557e+02
3.63664e-03	4.69919e+22	1.20788e+07	2.43179e+34	1.39557e+02
3.72146e-03	4.38516e+22	1.20788e+07	2.26974e+34	1.39557e+02
3.80825e-03	4.09212e+22	1.20788e+07	2.11851e+34	1.39557e+02
3.89707e-03	3.81866e+22	1.20788e+07	1.97739e+34	1.39557e+02
3.98796e-03	3.56347e+22	1.20788e+07	1.84570e+34	1.39557e+02
4.08097e-03	3.32533e+22	1.20788e+07	1.72281e+34	1.39557e+02
4.17615e-03	3.10311e+22	1.20788e+07	1.60814e+34	1.39557e+02
4.27355e-03	2.89574e+22	1.20788e+07	1.50112e+34	1.39557e+02
4.37322e-03	2.70223e+22	1.20788e+07	1.40126e+34	1.39557e+02
4.47521e-03	2.52165e+22	1.20788e+07	1.30807e+34	1.39557e+02
4.57958e-03	2.35314e+22	1.20788e+07	1.22111e+34	1.39557e+02
4.68639e-03	2.19589e+22	1.20788e+07	1.13996e+34	1.39557e+02
4.79569e-03	2.04914e+22	1.20788e+07	1.06424e+34	1.39557e+02
4.90754e-03	1.91221e+22	1.20788e+07	9.93570e+33	1.39557e+02
5.02199e-03	1.78442e+22	1.20788e+07	9.27626e+33	1.39557e+02
5.13912e-03	1.66518e+22	1.20788e+07	8.66089e+33	1.39557e+02
5.25898e-03	1.55390e+22	1.20788e+07	8.08664e+33	1.39557e+02
5.38163e-03	1.45006e+22	1.20788e+07	7.55077e+33	1.39557e+02
5.50714e-03	1.35315e+22	1.20788e+07	7.05071e+33	1.39557e+02
